cvemun,pollutant,tot_pop_mun,exp_type,temporality,cause,health_outcome,icd_10,age_group,reference,crf_type,analysis_type,paf_mean,total_dths,ab_dths_mean,ab_dths_lower,ab_dths_upper
21136,PM25,12924.999999999998,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1202,72,8.651018359059876,7.875091416538939,9.474695742348803
21136,PM25,12924.999999999998,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1202,72,8.651018359059876,7.875091416538939,9.474695742348803
21137,PM25,10879.999998912,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.094,53,4.980588188748322,4.673296910999564,5.369125297212647
21137,PM25,10879.999998912,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.094,53,4.980588188748322,4.673296910999564,5.369125297212647
21138,PM25,11959.999998804,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1297,93,12.063096208772377,10.82004027459306,13.33287322123378
21138,PM25,11959.999998804,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1297,93,12.063096208772377,10.82004027459306,13.33287322123378
21139,PM25,3872.9999996127,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0708,26,1.8404058845969309,1.6994826129781442,1.976015628432146
21139,PM25,3872.9999996127,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0708,26,1.8404058845969309,1.6994826129781442,1.976015628432146
21140,PM25,147993,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1202,764,91.79691703224645,83.56347003105208,100.53704926603451
21140,PM25,147993,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1202,764,91.79691703224645,83.56347003105208,100.53704926603451
21141,PM25,3666,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0708,26,1.8404058845969309,1.6994826129781442,1.976015628432146
21141,PM25,3666,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0708,26,1.8404058845969309,1.6994826129781442,1.976015628432146
21142,PM25,32252,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0931,187,17.417109297311363,16.32631333460787,18.788228105037753
21142,PM25,32252,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.094,187,17.573018703696906,16.488802308621104,18.94389491658047
21143,PM25,37838.9999924322,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1368,159,21.748269367799352,19.353143577510107,24.158349946403845
21143,PM25,37838.9999924322,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1376,159,21.872349381987238,19.44789412709393,24.304415042403466
21144,PM25,18454.000001845397,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0846,58,4.904731539632245,4.595255894143981,5.297555022196336
21144,PM25,18454.000001845397,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0846,58,4.904731539632245,4.595255894143981,5.297555022196336
21145,PM25,13104,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0931,84,7.8237282405035,7.333745027310487,8.439631876059739
21145,PM25,13104,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.094,84,7.89376241235583,7.406734726867233,8.50955707482759
21146,PM25,750,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0866,10,0.8659368120247057,0.8130813675947992,0.9344825988583416
21146,PM25,750,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0873,10,0.8727766211203856,0.8198139386823943,0.9414494937979632
21147,PM25,6559.999999344,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0713,29,2.068064039714533,1.912967882586934,2.215845338813273
21147,PM25,6559.999999344,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0713,29,2.068064039714533,1.912967882586934,2.215845338813273
21148,PM25,13504.9999986495,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0866,61,5.2822145533507054,4.959796342328276,5.700343853035884
21148,PM25,13504.9999986495,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0873,61,5.323937388834351,5.000865025962605,5.742841912167575
21149,PM25,35007,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.094,128,12.028590342637456,11.286452917131022,12.966944114022995
21149,PM25,35007,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0948,128,12.135190732239307,11.388696633223645,13.073169836745084
21150,PM25,6130.999999999999,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0866,58,5.022433509743293,4.7158719320498355,5.419999073378381
21150,PM25,6130.999999999999,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0873,58,5.062104402498236,4.754920844357887,5.460407064028186
21151,PM25,10008,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0846,47,3.9745238338399225,3.723741845254605,4.292846311090134
21151,PM25,10008,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0846,47,3.9745238338399225,3.723741845254605,4.292846311090134
21152,PM25,13088,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0931,76,7.078611265217452,6.635293119947583,7.635857411673097
21152,PM25,13088,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.094,76,7.141975515940989,6.701331419546545,7.699123067701153
21153,PM25,25317.9999974682,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0846,118,9.978591753044912,9.348968888086029,10.77778435550289
21153,PM25,25317.9999974682,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0852,118,10.057934212094052,9.436391748633913,10.859727292295531
21154,PM25,84754.0000084754,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0846,329,27.82166683687946,26.066192916782235,30.04992417763094
21154,PM25,84754.0000084754,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0846,329,27.82166683687946,26.066192916782235,30.04992417763094
21155,PM25,7593.0000007593,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0703,50,3.513027150070877,3.2282204040892832,3.77896350517625
21155,PM25,7593.0000007593,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0708,50,3.5392420857633287,3.268235794188739,3.8000300546772037
21156,PM25,336788.0001347152,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0846,1536,129.89082146336426,121.69505264491644,140.2938709326478
21156,PM25,336788.0001347152,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0852,1536,130.9236182184446,122.83303157543804,141.36051797428757
21157,PM25,14241,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0708,115,8.140256797255656,7.5169423266341,8.740069125757568
21157,PM25,14241,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0708,115,8.140256797255656,7.5169423266341,8.740069125757568
21158,PM25,6795.0000006795,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0973,65,6.3244387240303555,5.9258452188399655,6.814521482780927
21158,PM25,6795.0000006795,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0981,65,6.378330117611024,5.9768803542804925,6.876755890476468
21159,PM25,3985,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0866,55,4.762652466135881,4.471947521771396,5.139654293720879
21159,PM25,3985,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0873,55,4.80027141616212,4.508976662753168,5.177972215888797
21160,PM25,3991,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0752,32,2.4053085550855857,2.230798357503532,2.566497611779566
21160,PM25,3991,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0752,32,2.4053085550855857,2.230798357503532,2.566497611779566
21161,PM25,23852,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0813,122,9.915538666065498,9.258305429397597,10.699885026001592
21161,PM25,23852,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0819,122,9.994501629957218,9.337228377749033,10.792401950940993
21162,PM25,4293,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1072,42,4.501817959161511,4.1794166265259465,4.878692571525437
21162,PM25,4293,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.108,42,4.536163167638504,4.205843202830216,4.9162645644946865
21163,PM25,20202,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.094,118,11.088856722118905,10.40469878298016,11.953901605114948
21163,PM25,20202,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.094,118,11.088856722118905,10.40469878298016,11.953901605114948
21164,PM25,88324.9999911675,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0852,403,34.35040243621952,32.22767690423277,37.088729650805924
21164,PM25,88324.9999911675,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0859,403,34.62304997267156,32.490995917447435,37.3669498218429
21165,PM25,1311,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1137,7,0.7959066448377121,0.7329718401680849,0.8652946198964752
21165,PM25,1311,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1137,7,0.7959066448377121,0.7329718401680849,0.8652946198964752
21166,PM25,9131,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0866,73,6.321338727780352,5.935493983442035,6.821722971665894
21166,PM25,9131,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0873,73,6.371269334178814,5.984641752381478,6.872581304725131
21167,PM25,9445,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1023,55,5.624278434966521,5.245559782647831,6.085768922908531
21167,PM25,9445,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1031,55,5.6695690350849866,5.287734560863713,6.1387657469969845
21168,PM25,8277,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1137,46,5.230243666076394,4.816672092533129,5.686221787891123
21168,PM25,8277,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1137,46,5.230243666076394,4.816672092533129,5.686221787891123
21169,PM25,24118.9999975881,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0813,137,11.13466227254896,10.396621670716973,12.01544466034605
21169,PM25,24118.9999975881,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0819,137,11.22333379757491,10.48524826025916,12.119336617040297
21170,PM25,20693.9999979306,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0973,100,9.72990572927747,9.116684952061485,10.48387920427835
21170,PM25,20693.9999979306,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0981,100,9.812815565555422,9.19520054504691,10.579624446886873
21171,PM25,4137.9999995862,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0846,19,1.6067224009140113,1.5053424480816489,1.7354059555470756
21171,PM25,4137.9999995862,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0846,19,1.6067224009140113,1.5053424480816489,1.7354059555470756
21172,PM25,27503.000000000004,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1023,220,22.497113739866084,20.982239130591324,24.343075691634123
21172,PM25,27503.000000000004,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1031,220,22.678276140339946,21.150938243454853,24.555062987987938
21173,PM25,7167,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0998,52,5.188744652905417,4.851595971678967,5.602960123454159
21173,PM25,7167,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1006,52,5.231711885117405,4.888340030437767,5.65332908702507
21174,PM25,108580.9999891419,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0998,579,57.77467603908147,54.020655146194656,62.386805989999196
21174,PM25,108580.9999891419,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1006,579,58.25309964390342,54.4297861081436,62.94764502668299
21175,PM25,15824.9999984175,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1113,85,9.457541167178054,8.742080618564533,10.275690684442928
21175,PM25,15824.9999984175,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1113,85,9.457541167178054,8.742080618564533,10.275690684442928
21176,PM25,10817.0000010817,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1137,64,7.276860752801939,6.701456824393919,7.911265096196344
21176,PM25,10817.0000010817,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1137,64,7.276860752801939,6.701456824393919,7.911265096196344
21177,PM25,57206.9999942793,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0846,273,23.086063971027635,21.629394122436324,24.935043466544823
21177,PM25,57206.9999942793,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0846,273,23.086063971027635,21.629394122436324,24.935043466544823
21178,PM25,15923.000000000002,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1145,115,13.168754915947996,12.110487199586375,14.315743181885821
21178,PM25,15923.000000000002,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1161,115,13.354707642636633,12.24507440454163,14.570081948308745
21179,PM25,34404.9999965595,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0973,166,16.1516435106006,15.133697020422066,17.403239479102062
21179,PM25,34404.9999965595,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0981,166,16.289273838821998,15.264032904777872,17.562176581832208
21180,PM25,43051.9999956948,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1656,206,34.123480989538265,29.48219960027367,38.63296105734188
21180,PM25,43051.9999956948,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1649,206,33.97152648900073,29.374964083933335,38.43556178395084
21181,PM25,7753,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1202,33,3.965050081235776,3.6094168992470137,4.342568881909868
21181,PM25,7753,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1202,33,3.965050081235776,3.6094168992470137,4.342568881909868
21182,PM25,5785.0000005785005,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0846,15,1.2684650533531667,1.1884282484855122,1.3700573333266386
21182,PM25,5785.0000005785005,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0846,15,1.2684650533531667,1.1884282484855122,1.3700573333266386
21183,PM25,20992,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1072,119,12.755150884290948,11.841680441823515,13.822962285988737
21183,PM25,20992,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.108,119,12.852462308309097,11.91655574135228,13.929416266068278
21184,PM25,6504.9999993495,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1072,53,5.680865519894288,5.274025742997027,6.156445387877336
21184,PM25,6504.9999993495,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.108,53,5.724205902020017,5.307373565476226,6.203857664719486
21185,PM25,11390,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1137,85,9.664580687315075,8.900372344898173,10.50714895588577
21185,PM25,11390,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1137,85,9.664580687315075,8.900372344898173,10.50714895588577
21186,PM25,57230.000011446,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1014,329,33.37217989562832,31.16548300479062,36.08677999698835
21186,PM25,57230.000011446,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1014,329,33.37217989562832,31.16548300479062,36.08677999698835
21187,PM25,4851,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1177,46,5.4160826276636165,4.95532328917407,5.916585726930377
21187,PM25,4851,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1185,46,5.453114017513781,4.980608603509667,5.96227098542575
21188,PM25,20722.999999999996,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1137,142,16.145534795279303,14.868857329124006,17.55311943218564
21188,PM25,20722.999999999996,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1137,142,16.145534795279303,14.868857329124006,17.55311943218564
21189,PM25,23743,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0846,93,7.864483330789634,7.3682551406101755,8.494355466625159
21189,PM25,23743,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0846,93,7.864483330789634,7.3682551406101755,8.494355466625159
21190,PM25,1200,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0752,15,1.1274883851963684,1.0456867300797807,1.2030457555216716
21190,PM25,1200,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0752,15,1.1274883851963684,1.0456867300797807,1.2030457555216716
21191,PM25,10620,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0697,90,6.276465555458923,5.747499551827591,6.764141835501667
21191,PM25,10620,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0703,90,6.323448870127579,5.81079672736071,6.80213430931725
21192,PM25,5976,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1039,54,5.610901949517915,5.229625489412856,6.076237483548471
21192,PM25,5976,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1047,54,5.655266672935143,5.268638962222807,6.12278930313332
21193,PM25,5995.999999400399,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0859,25,2.1478318841607664,2.015570466342893,2.3180489963922395
21193,PM25,5995.999999400399,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0866,25,2.1648420300617643,2.032703418986998,2.336206497145854
21194,PM25,28772.9999971227,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1055,219,23.114963203243185,21.501470888020474,25.045452004240325
21194,PM25,28772.9999971227,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1064,219,23.294469047000934,21.649015367483074,25.242454544190416
21195,PM25,28525,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0906,162,14.682524373071134,13.789607363980192,15.871658928781734
21195,PM25,28525,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0906,162,14.682524373071134,13.789607363980192,15.871658928781734
21196,PM25,1624,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0752,23,1.7288155239677647,1.6033863194556637,1.8446701584665632
21196,PM25,1624,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0752,23,1.7288155239677647,1.6033863194556637,1.8446701584665632
21197,PM25,80429,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1072,483,51.77090653035738,48.06329120504838,56.10496457254252
21197,PM25,80429,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.108,483,52.165876427842804,48.36719683254749,56.537042491688894
21198,PM25,1447,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0752,4,0.3006635693856982,0.2788497946879415,0.32081220147244577
21198,PM25,1447,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0752,4,0.3006635693856982,0.2788497946879415,0.32081220147244577
21199,PM25,46038,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0998,187,18.659524040256017,17.447085513537825,20.149106597806306
21199,PM25,46038,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1006,187,18.814040817633746,17.579222801766587,20.330241139878616
21200,PM25,3547,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1023,30,3.067788237254466,2.861214426898817,3.3195103215864714
21200,PM25,3547,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1031,30,3.0924922009554474,2.884218851380207,3.3484176801801735
21201,PM25,3488.9999996511,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0866,26,2.251435711264235,2.1140115557464783,2.429654757031688
21201,PM25,3488.9999996511,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0873,26,2.269219214913002,2.131516240574225,2.447768683874704
21202,PM25,13473,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1023,105,10.73725883039063,10.014250494145859,11.61828612555265
21202,PM25,13473,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1031,105,10.823722703344066,10.094765979830724,11.719461880630607
21203,PM25,7740,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0846,33,2.790623117376967,2.6145421466681267,3.014126133318605
21203,PM25,7740,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0846,33,2.790623117376967,2.6145421466681267,3.014126133318605
21204,PM25,7972.0000007972,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0998,69,6.885065020201418,6.437694654727861,7.434697086891096
21204,PM25,7972.0000007972,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1006,69,6.942079232175018,6.486451194234729,7.501532827014035
21205,PM25,27812.9999972187,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0846,107,9.04838404725259,8.477454839196653,9.77307564439669
21205,PM25,27812.9999972187,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0846,107,9.04838404725259,8.477454839196653,9.77307564439669
21206,PM25,4762,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0859,35,3.006964637825073,2.8217986528800503,3.2452685949491356
21206,PM25,4762,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0866,35,3.03077884208647,2.8457847865817976,3.2706890960041957
21207,PM25,60085.0000060085,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1023,362,37.017978062870554,34.52532075124572,40.05542454714342
21207,PM25,60085.0000060085,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1031,362,37.31607255819573,34.80290747332116,40.404240007507426
21208,PM25,91571.0000091571,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1064,434,46.16346833971875,42.90261492916737,50.02385969031343
21208,PM25,91571.0000091571,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1072,434,46.51878557800228,43.18730514076811,50.41315657242951
21209,PM25,8878,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0806,68,5.483082614084107,5.116643326485302,5.91388496494004
21209,PM25,8878,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0806,68,5.483082614084107,5.116643326485302,5.91388496494004
21210,PM25,5898,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1072,33,3.53714268219833,3.2838273494132433,3.8332584490557
21210,PM25,5898,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.108,33,3.564128203144539,3.3045910879380274,3.8627793006743967
21211,PM25,17398.9999982601,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1023,84,8.589807064312504,8.011400395316688,9.29462890044212
21211,PM25,17398.9999982601,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1031,84,8.658978162675252,8.07581278386458,9.375569504504487
21212,PM25,22437.999997756197,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1023,151,15.441200794180812,14.401445948724046,16.708201951985238
21212,PM25,22437.999997756197,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1031,151,15.565544078142418,14.517234885280375,16.85370232357354
21213,PM25,12072,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1072,85,9.11082206020782,8.458343172731082,9.873544489991955
21213,PM25,12072,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.108,85,9.180330220220783,8.511825529537344,9.949583047191627
21214,PM25,19672.0000019672,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0839,130,10.906530316735285,10.21421287405251,11.77344786910304
21214,PM25,19672.0000019672,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.0846,130,10.993363795727445,10.29971148687444,11.873830222164202
21215,PM25,4532,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1023,40,4.0903843163392875,3.8149525691984225,4.426013762115295
21215,PM25,4532,with_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1031,40,4.123322934607263,3.8456251351736093,4.464556906906898
21216,PM25,2478,no_og,long_term,all_cause,mortality,a00_r99,plus25,eschif+fusion,non-linear,main,0.1047,18,1.885088890978381,1.7562129874076025,2.0409297677111065
